id,wordEn,pos,cefrLevel,fromOxford,rank,frequency,difficultyScore,phoneticUs,phoneticUk,phoneticAr,translit,syllabify,definitionEn,definitionAr,usageNote,category,primarySense,semanticTags,register,mnemonicAr,examples,collocations,synonyms,antonyms,relatedWords,wordFamily,arabicAr,frenchFr,germanDe,spanishEs,chineseZh,russianRu,portuguesePt,japaneseJa,italianIt,turkishTr,unitId,stratum,in_ielts
1151,interesting,adj,A1,1,1151,3,5,ˈɪntrəstɪŋ,ˈɪntrəstɪŋ,إِنْتْرِسْتِنْج,Muthīr lil-ihtimām / Shayyiq,in•ter•est•ing,Arousing curiosity or interest; holding or catching the attention.,حاجة بتشد انتباهك وبتخليك عايز تعرف عنها أكتر، مش مملة.,Don't confuse with 'interested' (the feeling you have). The book is interesting; you are interested.,Feelings & Emotions,Attribute,"[""#Opinion"", ""#Quality"", ""#Engagement""]",Neutral,كلمة 'Interest' يعني اهتمام.. فالشيء الـ 'Interesting' هو اللي بيثير الـ 'Interest' عندك.,"{""A1"": ""This book is very interesting."", ""A2"": ""She has an interesting job."", ""B1"": ""It is interesting to see how they live."", ""B2"": ""He made an interesting point during the meeting."", ""C1"": ""The results of the study are statistically interesting."", ""C2"": ""It presents an interesting dilemma for the government.""}","[""very interesting"", ""interesting idea"", ""find something interesting""]","[""fascinating"", ""engaging"", ""compelling"", ""exciting""]","[""boring"", ""dull"", ""uninteresting""]","{""en"": [""interest"", ""interested"", ""interestingly""], ""ar"": [""اهتمام"", ""مهتم"", ""بشكل مثير للاهتمام""]}","{""noun"": ""interest"", ""verb"": ""interest"", ""adj"": ""interesting"", ""adv"": ""interestingly""}",مثير للاهتمام / شيق,intéressant,interessant,interesante,有趣 (Yǒuqù),интересный,interessante,面白い (Omoshiroi),interessante,ilginç,A1_11,Adversarial_Long_Common,False
1636,engineering,noun,B1,1,1636,4,7,ˌendʒəˈnɪrɪŋ,,إِنْجِنِيرِنْج,Handasa,en•gi•neer•ing,"The work of designing and building machines, roads, and bridges using science.",علم الهندسة، يعني تصميم وبناء الآلات والمباني والطرق باستخدام العلم.,"Often combined with a specialization, e.g., 'civil engineering', 'software engineering'.",Actions & Processes,Concept,"[""#Science"", ""#Technology"", ""#Career""]",Neutral,كلمة 'Engineering' جاية من 'Engine' 'مُحرك'.. الـ 'Engineering' هو العلم اللي بيخلينا نصمم الـ 'Engine'.,"{""A1"": ""He studies engineering at school."", ""A2"": ""Engineering is a difficult subject."", ""B1"": ""Software engineering is a popular career choice."", ""B2"": ""The bridge is a masterpiece of modern engineering."", ""C1"": ""Genetic engineering has raised many ethical questions."", ""C2"": ""The project requires complex civil engineering solutions.""}","[""civil engineering"", ""software engineering"", ""electrical engineering"", ""genetic engineering"", ""engineering degree""]","[""technology"", ""design"", ""construction"", ""technical studies""]",[],"{""en"": [""engineer"", ""engine"", ""technical"", ""mechanic""], ""ar"": [""مهندس"", ""محرك"", ""تقني"", ""ميكانيكي""]}","{""noun"":""engineer"",""verb"":""engineer"",""adj"":""engineered""}",هندسة,ingénierie,Ingenieurwesen,ingeniería,工程 (Gōngchéng),инженерия,engenharia,工学 (Kōgaku),ingegneria,mühendislik,B1_05,Adversarial_Long_Common,True
1295,independent,adj,A2,1,1295,4,6,ɪndɪˈpɛndənt,ɪndɪˈpendənt,إِنْدِبَنْدَنْت,Mustaqilun,in•de•pen•dent,Free from outside control; not depending on another's authority.,مستقل، يعني مش بيعتمد على حد ولا حد بيتحكم فيه.,"Can describe countries, people, or companies.",General / Common,State,"[""#Freedom"", ""#Autonomy"", ""#Self""]",Neutral,زي 'Independence Day' عيد الاستقلال.,"{""A1"": ""She is an independent woman."", ""A2"": ""The country became independent in 1960."", ""B1"": ""I want to be financially independent."", ""B2"": ""We need an independent opinion."", ""C1"": ""The study was conducted by an independent body."", ""C2"": ""Quantum events are statistically independent.""}","[""independent country"", ""financially independent"", ""independent study"", ""independent contractor""]","[""free"", ""autonomous"", ""self-sufficient""]","[""dependent"", ""controlled""]","{""en"": [""independence"", ""independently""], ""ar"": [""استقلال"", ""بشكل مستقل""]}","{""noun"":""independence"",""adj"":""independent"",""adv"":""independently""}",مستقل,indépendant,unabhängig,independiente,独立的 (Dúlì de),независимый,independente,独立した (Dokuritsu shita),indipendente,bağımsız,A2_07,Adversarial_Long_Common,True
1572,understanding,noun,A2,1,1572,4,6,ˌʌndərˈstændɪŋ,ˌʌndəˈstændɪŋ,أَنْدَرْسْتاندينج,Fahm / Ittifaq,un•der•stand•ing,The ability to understand something; an agreement.,الفهم أو الاستيعاب، وساعات بتيجي بمعنى اتفاق ودي بين اتنين.,Can mean 'knowledge' (understanding of math) or 'agreement' (come to an understanding).,Mind & Thinking,Concept,"[""#Knowledge"", ""#Agreement"", ""#Mind""]",Neutral,الاسم من 'Understand'.. الـ 'Understanding' هو 'الفهم' نفسه.,"{""A1"": ""My understanding is slow."", ""A2"": ""He has a good understanding of English."", ""B1"": ""We have an understanding that he will pay later."", ""B2"": ""She showed a deep understanding of the problem."", ""C1"": ""It is my understanding that the meeting is cancelled."", ""C2"": ""This goes beyond human understanding.""}","[""better understanding"", ""clear understanding"", ""come to an understanding""]","[""comprehension"", ""grasp"", ""agreement"", ""insight""]","[""ignorance"", ""misunderstanding""]","{""en"": [""knowledge"", ""agreement"", ""intelligence""], ""ar"": [""معرفة"", ""اتفاق"", ""ذكاء""]}","{""noun"": ""understanding"", ""verb"": ""understand"", ""adj"": ""understandable"", ""adv"": ""understandably""}",فهم / اتفاق,compréhension,Verständnis,entendimiento,理解 (Lǐjiě),понимание,entendimento,理解 (Rikai),comprensione,anlayış,A2_08,Adversarial_Long_Common,False
1765,investigation,noun,B2,1,1765,4,7,ɪnˌvɛs.təˈɡeɪ.ʃən,ɪnˌves.tɪˈɡeɪ.ʃən,إِنْفِسْتِجَيْشَن,Tahqiq,in•ves•ti•ga•tion,The action of investigating something or someone; formal examination.,التحقيق، لما الشرطة أو حد يدور ورا موضوع عشان يعرف الحقيقة والتفاصيل.,Often used in legal or police contexts.,Mind & Thinking,Process,"[""#Police"", ""#Research"", ""#Law""]",Neutral,الـ 'Vest' 'سترة' بتاعت الشرطة دايماً موجودة في أي 'Investigation' 'تحقيق'.,"{""A1"": ""The police started an investigation."", ""A2"": ""The investigation took a long time."", ""B1"": ""They are under investigation for fraud."", ""B2"": ""A thorough investigation revealed the truth."", ""C1"": ""The journalist conducted an undercover investigation."", ""C2"": ""The scientific investigation yielded unexpected results regarding the virus.""}","[""under investigation"", ""criminal investigation"", ""conduct an investigation""]","[""examination"", ""inquiry"", ""probe"", ""study""]",[],"{""en"": [""investigate"", ""investigator"", ""investigative""], ""ar"": [""يحقق"", ""محقق"", ""تحقيقي""]}","{""noun"":""investigation"",""verb"":""investigate"",""adj"":""investigative""}",تحقيق,enquête,Ermittlung,investigación,调查 (Diàochá),расследование,investigação,調査 (Chōsa),indagine,soruşturma,B2_05,Adversarial_Long_Common,True
5044,wit,noun,C1,1,5044,5,7,wɪt,,وِت,Khiffat dam / Dhakā' / Fiṭna / Fukāhī,,Mental sharpness and inventiveness; keen intelligence and humor.,سرعة البديهة وخفة الدم، الشخص اللي بيعرف يرد ردود ذكية وتضحك في نفس الوقت.,Can refer to the ability (he has wit) or the person (he is a wit).,Social Life & Communication,Attribute,"[""#Humor"", ""#Intelligence"", ""#Speech"", ""#Personality""]",Neutral,كلمة 'Wit' قريبة من 'White'.. بس ممكن تفتكرها بإن الشخص الـ 'Wit' دمه خفيف و'White' 'أبيض' وقلبه نظيف.,"{""A1"": ""He has quick wit."", ""A2"": ""Her wit makes everyone laugh."", ""B1"": ""The book is full of dry wit."", ""B2"": ""She is known for her sharp wit and intelligence."", ""C1"": ""His speech was a masterpiece of wit and sarcasm."", ""C2"": ""To wit, the argument presented was fundamentally flawed.""}","[""sharp wit"", ""dry wit"", ""quick wit"", ""native wit""]","[""humor"", ""cleverness"", ""repartee"", ""intelligence""]","[""stupidity"", ""dullness""]","{""en"": [""witty"", ""witticism"", ""funny""], ""ar"": [""ذكي"", ""نكتة"", ""مضحك""]}","{""noun"":""wit"",""adj"":""witty"",""adv"":""wittily""}",خفة دم / ذكاء / فطنة / فكاهي,esprit,Witz,ingenio,风趣 (Fēngqù),остроумие,espírito,機知 (Kichi),arguzia,kıvrak zeka,C1_16,Adversarial_Short_Rare,False
6301,fuse,noun,C1,0,6301,5,7,fjuːz,,فْيُوز,Fatīl / Munṣahir,,A safety device that stops the flow of electric current if it becomes too strong.,السلك الرفيع اللي بيقطع الكهربا لما التيار يزيد عشان الأجهزة ما تتحرقش، أو فتيل القنبلة.,Also refers to the cord lit to detonate an explosive.,Objects & Tools,Tool,"[""#Electricity"", ""#Safety"", ""#Explosive""]",Neutral,لو الـ 'Fuse' ضرب، الدنيا بتبقى 'Confused' وضلمة,"{""A1"": ""The light fuse blew."", ""A2"": ""We need to change the fuse."", ""B1"": ""The bomb had a short fuse."", ""B2"": ""Check the fuse box if the power goes out."", ""C1"": ""A blown fuse caused the machine to stop working."", ""C2"": ""The metaphorical fuse was lit for the revolution.""}","[""blow a fuse"", ""fuse box"", ""short fuse""]","[""circuit breaker"", ""safety switch"", ""wick""]",[],"{""en"": [""electricity"", ""wire"", ""blow""], ""ar"": [""كهرباء"", ""سلك""]}","{""noun"":""fuse"",""verb"":""fuse"",""adj"":""fused""}",فتيل / صمام,fusible,Sicherung,fusible,保险丝 (Bǎoxiǎnsī),предохранитель,fusível,ヒューズ (Hyūzu),fusibile,sigorta,C1_28,Adversarial_Short_Rare,False
5167,dial,noun,B1,0,5167,5,7,ˈdaɪəl,,دايَل,Qurs al-ittisal / Wajh al-sa'a,di•al,A face of a clock or a rotating disc for control.,القرص اللي بتلفه عشان تظبط حاجة.. زي قرص التليفون القديم أو الساعة,Often used in 'speed dial' or 'turn the dial'.,Objects & Tools,Tool,"[""#Technology"", ""#Control"", ""#Interface"", ""#Clock""]",Neutral,الـ 'Dial' هو القرص اللي بتلفه.. زي زمان في التليفونات القديمة,"{""A1"": ""Look at the dial."", ""A2"": ""Turn the dial to change the channel."", ""B1"": ""The washing machine has a dial for temperature."", ""B2"": ""Check the pressure dial on the boiler."", ""C1"": ""The instrument panel was full of dials and switches."", ""C2"": ""He adjusted the vernier dial for precise measurement.""}","[""speed dial"", ""turn the dial"", ""radio dial""]","[""control"", ""gauge"", ""face""]",[],"{""en"": [""clock"", ""phone"", ""switch""], ""ar"": [""ساعة"", ""هاتف"", ""مفتاح""]}","{""noun"":""dial"",""verb"":""dial""}",قُرْص الاتِّصال / وَجْه الساعَة,cadran,Zifferblatt,dial,刻度盘 (Kèdù pán),tsiferblat,mostrador,文字盤 (Mojiban),quadrante,kadran,B1_17,Adversarial_Short_Rare,False
6841,moor,noun,C2,0,6841,5,9,mʊr,mɔː,مور,Mustanqaʿ / Arḍ būr,,"Open, uncultivated land with poor soil, often covered with heather.",أرض واسعة مفتوحة مش مزروعة، وغالباً بتكون تربتها مش خصبة وفيها شجيرات صغيرة.,"Also a verb meaning to tie a boat. The noun often appears in literature (e.g., Wuthering Heights).",General / Common,Place,"[""#Landscape"", ""#Nature"", ""#Land"", ""#Geography""]",Neutral,كلمة 'Moor' بتفكرنا بـ 'More'.. الأرض دي واسعة ومحتاجة شغل 'More' ومجهود عشان تتزرع.,"{""A1"": ""The boat is at the moor."", ""A2"": ""We walked across the moor."", ""B1"": ""The moor is covered in fog."", ""B2"": ""Sheep graze on the open moor."", ""C1"": ""The castle stood isolated on the windy moor."", ""C2"": ""The desolate beauty of the moor inspired many poets.""}","[""open moor"", ""moor land"", ""moor boat""]","[""heath"", ""moorland"", ""wasteland""]",[],"{""en"": [""swamp"", ""marsh"", ""bog""], ""ar"": [""مستنقع"", ""هور"", ""سبخة""]}","{""noun"":""moor"",""verb"":""moor""}",مستنقع / أرض بور,lande,Moor,páramo,荒野 (Huāngyě),вересковая пустошь,charneca,荒野 (Kōya),brughiera,bozkır,C2_02,Adversarial_Short_Rare,False
5029,flu,noun,A2,1,5029,5,5,fluː,,فْلُو,Al-Influwenza,,"An infectious illness like a very bad cold that causes fever, pains, and weakness.",دور برد شديد بييجي من فيروس، بيخلي جسمك مكسر وحرارتك عالية، وممكن يقعد كذا يوم.,Commonly used with the verb 'catch' or 'have'. It is short for 'influenza'.,General / Common,Condition,"[""#Illness"", ""#Health"", ""#Virus""]",Neutral,كلمة 'Flu' قريبة من كلمة 'Flow' 'تدفق'.. لأن الـ 'Flu' بيخلي مناخيرك فيها 'Flow' وسيلان مستمر.,"{""A1"": ""I have the flu."", ""A2"": ""She stayed home because of the flu."", ""B1"": ""You should get a flu shot every winter."", ""B2"": ""The flu epidemic spread quickly through the school."", ""C1"": ""Symptoms of the flu include fatigue and high fever."", ""C2"": ""The strain of flu this year is particularly virulent.""}","[""catch the flu"", ""flu shot"", ""bad flu""]","[""influenza"", ""virus"", ""bug""]","[""health""]","{""en"": [""fever"", ""cold"", ""symptom""], ""ar"": [""حمى"", ""برد"", ""عرض""]}",,الإنفلونزا,grippe,Grippe,gripe,流感 (Liú gǎn),грипп,gripe,インフルエンザ (Infuruenza),influenza,grip,A2_18,Adversarial_Short_Rare,False
7164,gulp,noun,C1,0,7164,6,8,ɡʌlp,,جَلْب,Bale,,An act of swallowing food or drink quickly or in large amounts.,البلع بصوت عالي أو بسرعة، زي لما تشرب مية كتير وأنت عطشان، أو بلع الريق من الخوف.,Often associated with nervousness (gulping air) or thirst.,Actions & Processes,Action,"[""#Eating"", ""#Drinking"", ""#Sound""]",Neutral,الصوت اللي بيطلع لما تبلع مية كتير مرة واحدة 'Gulp!'.,"{""A1"": ""He took a gulp of water."", ""A2"": ""She finished the milk in one gulp."", ""B1"": ""He gave a nervous gulp before speaking."", ""B2"": ""With a large gulp, he swallowed the medicine."", ""C1"": ""She took a gulp of air before diving underwater."", ""C2"": ""The gulp of hot coffee burned his throat.""}","[""big gulp"", ""nervous gulp"", ""gulp of air""]","[""swallow"", ""swig"", ""draught"", ""mouthful""]","[""sip"", ""nibble""]","{""en"": [""swallow"", ""drink"", ""choke"", ""sip""], ""ar"": [""يبتلع"", ""يشرب"", ""يختنق"", ""يرتشف""]}","{""noun"":""gulp"",""verb"":""gulp""}",بلع,gorgée,Schluck,trago,一大口 (Yī dà kǒu),глоток,gole,ごくり (Gokuri),sorso,yudum,C1_37,Adversarial_Short_Rare,False
5673,memo,noun,C1,1,5673,5,8,ˈmɛm.oʊ,ˈmem.əʊ,مِمُو,Mudhakkirah,,"A written message, especially in business.",رسالة قصيرة أو مذكرة بنكتبها في الشغل عشان نبلغ حد بحاجة.,Short for 'memorandum'.,Social Life & Communication,Communication,"[""#Business"", ""#Writing"", ""#Office""]",Neutral,اختصار لـ 'Memorandum'.. وافتكر 'Memory' 'ذاكرة'.. الـ 'Memo' عشان تفكرك وتكون في الـ 'Memory'.,"{""A1"": ""Read the memo."", ""A2"": ""The boss sent a memo."", ""B1"": ""I wrote a memo to the staff."", ""B2"": ""The internal memo outlined the new rules."", ""C1"": ""The leaked memo caused a scandal."", ""C2"": ""He drafted a confidential memo regarding the merger.""}","[""internal memo"", ""write a memo"", ""confidential memo""]","[""note"", ""message"", ""memorandum""]",[],"{""en"": [""memory"", ""remind"", ""note""], ""ar"": [""ذاكرة"", ""يذكر"", ""ملاحظة""]}","{""noun"":""memo""}",مذكرة,mémo,Notiz,memorándum,备忘录 (Bèiwànglù),служебная записка,memorando,メモ (Memo),promemoria,not,C1_22,Adversarial_Short_Rare,False
5433,stir,noun,C1,1,5433,5,7,stɜɹ,stɜː,سْتِر,Ḍajja / Ḥaraka,,A commotion or disturbance; or an act of mixing.,حركة وضجة وقلق بين الناس، أو حركة تقليب الأكل.,Idiom: 'cause a stir' (create excitement/controversy).,General / Common,Event,"[""#Commotion"", ""#Mix"", ""#Excitement""]",Neutral,لما تعمل 'Stir' 'تقليب' للشاي بتعمل دوامة.. ولما تعمل 'Stir' في الناس بتعمل ضجة,"{""A1"": ""Give the soup a stir."", ""A2"": ""I heard a stir in the bushes."", ""B1"": ""Her speech caused quite a stir."", ""B2"": ""The news created a stir in the village."", ""C1"": ""His resignation caused a stir in the political world."", ""C2"": ""There was a stir of anticipation in the crowd.""}","[""cause a stir"", ""create a stir"", ""give it a stir""]","[""commotion"", ""disturbance"", ""excitement"", ""flurry""]","[""calm"", ""peace"", ""quiet""]","{""en"": [""movement"", ""agitation"", ""mix""], ""ar"": [""حركة"", ""هياج"", ""خلط""]}","{""noun"":""stir"",""verb"":""stir"",""adj"":""stirring""}",ضجة / حركة,remue-ménage,Aufregung,revuelo,骚动 (Sāodòng),переполох,agitação,騒ぎ (Sawagi),tazzbuglio,kargaşa,C1_16,Adversarial_Short_Rare,False
7144,defy,noun,C1,1,7144,5,8,dɪˈfaɪ,,دِفَاي,Yataḥaddā,de•fy,To openly resist or refuse to obey.,يتحدى أو يرفض طاعة الأوامر بشكل علني.,Can also mean 'to be impossible to' (defy explanation/description).,General / Common,Action,"[""#Rebel"", ""#Resist"", ""#Challenge""]",Neutral,جاية من نفس أصل 'Defy' 'الفعل' و 'Defense' 'دفاع'.. هو قمة الـ 'دِفاع' عن النفس بالتحدي.,"{""A1"": ""Do not defy the rules."", ""A2"": ""He defied his parents."", ""B1"": ""She decided to defy the tradition."", ""B2"": ""The aircraft seems to defy gravity."", ""C1"": ""The beauty of the landscape defies description."", ""C2"": ""He continued to defy the court order despite the consequences.""}","[""defy gravity"", ""defy description"", ""defy logic"", ""defy orders""]","[""resist"", ""challenge"", ""disobey""]","[""obey"", ""submit""]","{""en"": [""defiance"", ""defiant""], ""ar"": [""تحدي"", ""متحدي""]}","{""noun"": ""defiance"", ""verb"": ""defy"", ""adj"": ""defiant"", ""adv"": ""defiantly""}",يتحدى,défier,trotzen,desafiar,违抗 (Wéikàng),бросать вызов,desafiar,逆らう (Sakarau),sfidare,karşı gelmek,C1_32,Adversarial_Short_Rare,False
5341,opt,verb,C1,1,5341,5,7,ɑːpt,ɒpt,آبْت,Yakhtār / Yuqarrir,,To make a choice from a range of possibilities.,يعني تختار حاجة معينة من وسط اختيارات كتير قدامك.,Almost always followed by 'for' (opt for something) or 'to' (opt to do something). 'Opt out' means to choose not to participate.,Mind & Thinking,Action,"[""#Choice"", ""#Decision"", ""#Preference""]",Neutral,جاية من كلمة 'Option' يعني خيار.. لما تعمل 'Opt' يعني بتاخد الـ 'Option' اللي يناسبك.,"{""A1"": ""I opt for the red car."", ""A2"": ""We opted to stay home."", ""B1"": ""Many students opt for business courses."", ""B2"": ""You can opt out of the newsletter at any time."", ""C1"": ""Consumers often opt for cheaper alternatives during a recession."", ""C2"": ""Given the circumstances, the committee opted to suspend the rules.""}","[""opt for"", ""opt out"", ""opt in"", ""opt to do""]","[""choose"", ""select"", ""decide"", ""pick"", ""prefer""]","[""reject"", ""refuse""]","{""en"": [""option"", ""optional"", ""choice"", ""selection""], ""ar"": [""خيار"", ""اختياري"", ""اختيار""]}","{""noun"": ""option"", ""verb"": ""opt"", ""adj"": ""optional"", ""adv"": ""optionally""}",يختار / يقرر,opter,wählen,optar,选择 (Xuǎnzé),выбирать,optar,選ぶ (Erabu),optare,tercih etmek,C1_19,Adversarial_Short_Rare,False
2696,trick,verb,B1,1,2696,4,6,tɹɪk,,تْرِك,Yakhdaʿ,,To deceive or outwit someone using a scheme.,يخدع حد أو يضحك عليه بحيلة.,Often followed by 'into' (tricked him into doing something).,Actions & Processes,Action,"[""#Deceive"", ""#Lie"", ""#Manipulate""]",Neutral,نفس الاسم.. 'Trick' يعني يخدع ويعمل مقلب.,"{""A1"": ""Don't trick me."", ""A2"": ""He tricked his friend."", ""B1"": ""They tricked her into signing the papers."", ""B2"": ""You can't trick me with that old excuse."", ""C1"": ""The scammer tricked elderly people out of their savings."", ""C2"": ""The eye is easily tricked by optical illusions.""}","[""trick into"", ""trick out of"", ""get tricked"", ""easily tricked""]","[""deceive"", ""delude"", ""hoodwink"", ""fool""]","[""be honest"", ""guide""]","{""en"": [""tricky"", ""trickster""], ""ar"": [""مخادع"", ""محتال""]}","{""noun"": ""trick"", ""verb"": ""trick"", ""adj"": ""tricky"", ""adv"": ""trickily""}",يخدع,duper,austricksen,engañar,欺骗 (Qīpiàn),обманывать,enganar,騙す (Damasu),ingannare,kandırmak,B1_10,Polysemy_Multi_POS,False
2902,trick,noun,B1,1,2902,4,5,tɹɪk,,تْرِك,Ḥīla / Khudʿa,,A cunning or skillful act or scheme intended to deceive or outwit someone.,خدعة أو حيلة، زي اللي بيعملها الساحر 'Magic trick' أو مقلب في حد.,Can imply fun (magic trick) or malice (dirty trick).,Actions & Processes,Action,"[""#Magic"", ""#Deception"", ""#Skill""]",Neutral,كلمة 'Trick' يعني تِركاية.. زي لما الساحر يعمل 'Trick' ويخدع عينك.,"{""A1"": ""It was a magic trick."", ""A2"": ""He played a trick on me."", ""B1"": ""Is this a trick question?"", ""B2"": ""She knows all the tricks of the trade."", ""C1"": ""The lighting was just a visual trick."", ""C2"": ""He fell for the confidence trick and lost his money.""}","[""play a trick"", ""dirty trick"", ""magic trick"", ""trick question""]","[""ruse"", ""ploy"", ""scheme"", ""prank""]","[""truth"", ""reality""]","{""en"": [""tricky"", ""trickster""], ""ar"": [""مخادع"", ""محتال""]}","{""noun"": ""trick"", ""verb"": ""trick"", ""adj"": ""tricky"", ""adv"": ""trickily""}",حيلة / خدعة,truc,Trick,truco,诡计 (Guǐjì),трюк,truque,トリック (Torikku),trucco,hile,B1_10,Polysemy_Multi_POS,False
138,still,adv,A1,1,138,3,3,stɪl,,سْتِل,Mā Zāl / Lā Yazāl,,Continuing to happen or continuing to be done.,بنستخدمها لما نتكلم عن حاجة لسه بتحصل أو لسه موجودة لحد دلوقتي. بمعنى 'لسه' أو 'ما زال'.,Usually placed before the main verb or after 'be'.,Objects & Tools,Time,"[""#Continuity"", ""#Time"", ""#Duration""]",Neutral,كلمة 'Still' يعني لسه.. أنا 'Still' مستنيك يعني لسه مستنيك.,"{""A1"": ""I am still hungry."", ""A2"": ""Do you still live here?"", ""B1"": ""He is still working on the project."", ""B2"": ""It was late, but she was still awake."", ""C1"": ""Better still, let's meet tomorrow instead."", ""C2"": ""He has treated them well; still, they are not satisfied.""}","[""still here"", ""still waiting"", ""still alive"", ""better still"", ""still working""]","[""yet"", ""even now"", ""nevertheless""]","[""no longer""]","{""en"": [""yet"", ""continue"", ""remain""], ""ar"": [""حتى الآن"", ""مع ذلك"", ""بقي""]}","{""noun"": ""stillness"", ""verb"": ""still"", ""adj"": ""still"", ""adv"": ""still""}",ما زال / لا يَزال,encore,noch,todavía,仍然 (Réngrán),все еще,ainda,まだ (Mada),ancora,hâlâ,A1_03,Polysemy_Multi_POS,False
229,still,adj,B1,1,229,3,5,stɪl,,سْتِل,Sākin / Hādiʾ,,Not moving or making a sound.,يعني حاجة ثابتة ما بتتحركش وهادية تماماً، زي المية الراكدة أو لما تقف مكانك من غير حركة.,Often used in instructions like 'stand still' or describing water/air.,Objects & Tools,State,"[""#Calm"", ""#Motionless"", ""#Quiet""]",Neutral,كلمة 'Still' شبه 'Steel' 'الصلب'.. والصلب جامد و 'Still' في مكانه ما بيتحركش.,"{""A1"": ""Please stand still."", ""A2"": ""The water was very still."", ""B1"": ""Keep your head still while I cut your hair."", ""B2"": ""The air was still and humid."", ""C1"": ""In the still of the night, I heard a noise."", ""C2"": ""His heart grew still with fear.""}","[""stand still"", ""keep still"", ""sit still"", ""still water"", ""still life""]","[""motionless"", ""quiet"", ""calm""]","[""moving"", ""active"", ""agitated""]","{""en"": [""calm"", ""quiet"", ""silent""], ""ar"": [""هادئ"", ""صامت"", ""ثابت""]}","{""noun"": ""stillness"", ""verb"": ""still"", ""adj"": ""still"", ""adv"": ""still""}",ساكِن / هادِئ,immobile,still,inmóvil,静止的 (Jìngzhǐ de),неподвижный,imóvel,静止した (Seishi shita),immobile,durgun,B1_01,Polysemy_Multi_POS,False
63,now,conj,B1,1,63,2,4,naʊ,,نَاو,Bimā 'anna / Al-ān wa-qad,,As a consequence of the fact that; since.,بمعنى 'بما أن' أو 'مدام'.. بنستخدمها عشان نربط سبب بنتيجة حصلت دلوقتي.,"Often followed by 'that' (e.g., 'Now that...').","Numbers, Time & Math",Relation,"[""#Reason"", ""#Conjunction"", ""#Logic""]",Neutral,زي ما بتقول: 'Now' 'دلوقتي' إننا خلصنا، نقدر نمشي.,"{""A1"": ""Now I see, I understand."", ""A2"": ""Now you mention it, I do remember."", ""B1"": ""Now that you are here, we can start."", ""B2"": ""Now the rain has stopped, we can go outside."", ""C1"": ""Now that the crisis is over, we must rebuild."", ""C2"": ""Now that the premises have been established, the conclusion follows.""}","[""now that""]","[""since"", ""seeing that""]",[],"{""en"": [""because"", ""as""], ""ar"": [""لأن"", ""حيث""]}",,بِمَا أنَّ / الآنَ وقَد,puisque,nun da,ya que,既然 (Jì rán),"теперь, когда",já que,今や (Imaya),ora che,mademki,B1_01,Polysemy_Multi_POS,False
242,now,adv,A1,1,242,2,2,naʊ,,نَاو,Al-ān,,At the present time or moment.,يعني 'دلوقتي' أو 'في اللحظة دي'.,Can refer to the immediate moment or the current period of time.,"Numbers, Time & Math",Time,"[""#Time"", ""#Present"", ""#Urgency""]",Neutral,كلمة 'Now' شبه صوت القطة 'Meow'.. القطة عايزة أكل 'Now' 'دلوقتي'!,"{""A1"": ""I am busy now."", ""A2"": ""Where are you living now?"", ""B1"": ""She should be here by now."", ""B2"": ""From now on, we must be careful."", ""C1"": ""Now is the winter of our discontent."", ""C2"": ""The once-thriving industry is now but a memory.""}","[""right now"", ""just now"", ""by now"", ""from now on""]","[""currently"", ""at present"", ""immediately""]","[""then"", ""later""]","{""en"": [""today"", ""moment""], ""ar"": [""اليوم"", ""لحظة""]}",,الآن,maintenant,jetzt,ahora,现在 (Xiàn zài),сейчас,agora,今 (Ima),adesso,şimdi,A1_04,Polysemy_Multi_POS,False
438,hand,verb,B1,1,438,3,4,hænd,,هَانْد,Yunawil / Yusallim,,To give or pass something to someone.,يناول حاجة لحد بإيده. زي لما تقول لحد 'ناولني الملح'.,"Often followed by 'over', 'in', or 'out' (phrasal verbs).",Health & Senses,Action,"[""#Give"", ""#Pass"", ""#Transfer""]",Neutral,,"{""A1"": ""Hand me the book."", ""A2"": ""Please hand in your homework."", ""B1"": ""He handed the keys to the valet."", ""B2"": ""They were handing out flyers on the street."", ""C1"": ""The tradition was handed down from generation to generation."", ""C2"": ""He handed over control of the company to his son.""}","[""hand over"", ""hand in"", ""hand out"", ""hand down""]","[""give"", ""pass"", ""submit"", ""deliver""]","[""take"", ""keep""]","{""en"": [""handout"", ""handover""], ""ar"": [""صدقة"", ""تسليم""]}","{""noun"": ""hand"", ""verb"": ""hand"", ""adj"": ""handy"", ""adv"": ""handily""}",يُنَاوِل / يُسَلِّم,donner,reichen,entregar,递 (Dì),вручать,entregar,手渡す (Tewatasu),porgere,uzatmak,B1_01,Polysemy_Multi_POS,False
